age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income_50K
29,Private,166320,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,50,United_States,1
56,Federal_gov,107314,Some_college,10,Divorced,Adm_clerical,Not_in_family,Black,Female,0,0,40,United_States,0
56,Private,235826,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,5013,0,40,United_States,0
69,?,171050,HS_grad,9,Widowed,?,Not_in_family,White,Female,0,0,9,United_States,0
36,Private,174308,11th,7,Divorced,Transport_moving,Not_in_family,White,Male,0,0,40,United_States,0
47,Private,149218,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,65,United_States,0
21,Private,260254,HS_grad,9,Never_married,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
41,Private,110562,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
39,Private,192251,HS_grad,9,Never_married,Adm_clerical,Own_child,White,Female,0,0,40,United_States,1
44,Private,222504,Some_college,10,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,45,United_States,1
72,?,195181,HS_grad,9,Married_civ_spouse,?,Husband,White,Male,0,0,32,United_States,0
41,Private,173316,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
48,Private,55720,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,2407,0,40,United_States,0
29,Self_emp_not_inc,128516,Assoc_acdm,12,Widowed,Sales,Unmarried,White,Female,0,0,40,United_States,1
41,Private,213055,Assoc_acdm,12,Never_married,Adm_clerical,Not_in_family,Other,Female,0,0,50,United_States,0
19,Private,286469,Some_college,10,Never_married,Sales,Own_child,White,Female,0,0,30,United_States,0
36,Self_emp_not_inc,202950,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,Iran,0
59,Private,221336,10th,6,Widowed,Other_service,Other_relative,Asian_Pac_Islander,Female,0,0,40,Philippines,0
40,Private,327573,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
56,Private,174533,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,45,United_States,1
24,Private,210029,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,2001,37,United_States,0
22,Private,340543,HS_grad,9,Never_married,Tech_support,Not_in_family,White,Female,0,0,40,United_States,0
19,?,440417,Some_college,10,Never_married,?,Own_child,White,Female,0,0,15,United_States,0
17,Private,53367,12th,8,Never_married,Other_service,Other_relative,White,Female,0,0,25,United_States,0
20,?,37932,HS_grad,9,Never_married,?,Not_in_family,White,Male,0,0,40,United_States,0
47,Private,61885,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,15024,0,50,United_States,1
27,Private,278581,Bachelors,13,Never_married,Sales,Own_child,White,Female,0,0,40,United_States,0
22,Private,496856,Some_college,10,Married_civ_spouse,Exec_managerial,Wife,White,Female,0,0,40,United_States,0
39,Private,70995,Bachelors,13,Married_civ_spouse,Transport_moving,Husband,White,Male,15024,0,99,United_States,1
54,Private,191072,Bachelors,13,Divorced,Handlers_cleaners,Not_in_family,White,Male,0,0,35,United_States,0
39,Private,278187,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
54,Private,192226,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,55,United_States,1
61,?,274499,HS_grad,9,Married_civ_spouse,?,Husband,Black,Male,0,0,40,United_States,0
36,Self_emp_inc,116133,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,57,United_States,0
25,Local_gov,163101,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,45,United_States,0
35,Private,170092,HS_grad,9,Married_spouse_absent,Other_service,Unmarried,Black,Female,0,0,20,United_States,0
42,Private,112956,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,0,0,40,United_States,0
22,Private,325033,12th,8,Never_married,Protective_serv,Own_child,Black,Male,0,0,35,United_States,0
27,Private,255979,Bachelors,13,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
33,Private,175697,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,15024,0,60,United_States,1
45,Private,123283,HS_grad,9,Separated,Machine_op_inspct,Unmarried,Black,Female,0,0,15,United_States,0
33,Private,158416,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Male,0,0,40,United_States,0
36,Private,31023,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
38,Federal_gov,178678,10th,6,Divorced,Adm_clerical,Unmarried,White,Female,0,1380,50,United_States,0
28,Private,161607,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,45,United_States,0
37,Private,70562,1st_4th,2,Never_married,Other_service,Unmarried,White,Female,0,0,48,El_Salvador,0
52,Private,132973,HS_grad,9,Divorced,Adm_clerical,Unmarried,White,Female,0,0,38,United_States,0
24,State_gov,147719,Masters,14,Never_married,Prof_specialty,Not_in_family,Asian_Pac_Islander,Male,0,0,20,India,0
42,Private,282964,Bachelors,13,Divorced,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,0
45,Local_gov,170099,Assoc_acdm,12,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,0
26,Private,134287,Assoc_voc,11,Never_married,Sales,Own_child,White,Female,0,0,35,United_States,0
25,Private,186294,HS_grad,9,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,50,United_States,0
18,Private,78181,Some_college,10,Never_married,Other_service,Other_relative,White,Female,0,0,40,United_States,0
48,Self_emp_inc,81513,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
26,Private,90915,Assoc_acdm,12,Never_married,Other_service,Own_child,Black,Female,0,0,15,United_States,0
30,Private,149427,9th,5,Never_married,Craft_repair,Own_child,White,Male,0,0,45,United_States,0
44,Self_emp_inc,187720,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,50,United_States,1
56,Self_emp_not_inc,368797,Masters,14,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,1
53,Private,150726,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
38,Private,252250,11th,7,Divorced,Machine_op_inspct,Not_in_family,White,Male,0,0,65,United_States,0
28,Self_emp_inc,201186,HS_grad,9,Married_civ_spouse,Sales,Husband,Black,Male,99999,0,40,United_States,1
45,Private,26781,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
62,Self_emp_not_inc,171315,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,60,United_States,1
65,?,173309,7th_8th,4,Widowed,?,Not_in_family,White,Female,401,0,12,United_States,0
29,Private,326330,Some_college,10,Divorced,Exec_managerial,Own_child,White,Female,1831,0,40,United_States,0
56,Private,178202,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
63,Private,81605,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,45,United_States,0
26,Private,151551,Some_college,10,Separated,Sales,Own_child,Amer_Indian_Eskimo,Male,2597,0,48,United_States,0
58,Private,177368,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,0
29,Local_gov,133327,Some_college,10,Never_married,Farming_fishing,Not_in_family,White,Male,0,0,40,United_States,0
51,Self_emp_not_inc,208003,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,0
70,Private,174032,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,0
45,Self_emp_not_inc,114396,Bachelors,13,Divorced,Prof_specialty,Not_in_family,White,Male,0,0,35,United_States,0
49,Private,304416,11th,7,Married_civ_spouse,Sales,Wife,White,Female,0,0,40,United_States,0
62,?,73091,7th_8th,4,Widowed,?,Not_in_family,Black,Male,0,0,40,United_States,0
59,Private,205759,Doctorate,16,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,50,United_States,0
43,Local_gov,98130,Bachelors,13,Divorced,Prof_specialty,Own_child,White,Female,0,0,39,United_States,0
37,Self_emp_not_inc,164526,Doctorate,16,Never_married,Prof_specialty,Not_in_family,White,Male,14084,0,45,United_States,1
47,Private,34248,HS_grad,9,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,38,United_States,0
51,State_gov,243631,10th,6,Married_civ_spouse,Craft_repair,Husband,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
19,Private,89295,Some_college,10,Never_married,Machine_op_inspct,Own_child,White,Female,0,0,35,United_States,0
52,Private,165998,Some_college,10,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,40,United_States,0
20,Private,151790,Some_college,10,Never_married,Adm_clerical,Own_child,White,Female,0,0,30,United_States,0
28,Private,269786,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,0
39,Private,139647,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Female,0,0,56,United_States,0
56,Private,176613,Bachelors,13,Divorced,Prof_specialty,Not_in_family,Asian_Pac_Islander,Female,0,0,40,Philippines,0
31,Private,454508,11th,7,Never_married,Craft_repair,Not_in_family,White,Male,0,2001,40,United_States,0
31,Private,145935,HS_grad,9,Never_married,Exec_managerial,Own_child,Black,Male,0,0,40,United_States,0
40,Local_gov,95639,HS_grad,9,Never_married,Craft_repair,Other_relative,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
36,Private,143912,HS_grad,9,Divorced,Transport_moving,Not_in_family,White,Male,0,0,45,United_States,0
18,State_gov,109445,HS_grad,9,Never_married,Other_service,Own_child,White,Male,0,0,25,United_States,0
35,Private,289148,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Female,0,0,40,United_States,0
24,Private,231261,12th,8,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,50,United_States,0
48,Private,198000,Bachelors,13,Never_married,Sales,Other_relative,White,Female,0,0,38,United_States,1
25,Private,129275,HS_grad,9,Never_married,Handlers_cleaners,Not_in_family,White,Male,0,0,40,United_States,0
31,Private,286675,HS_grad,9,Divorced,Craft_repair,Own_child,White,Male,0,0,50,United_States,0
66,Local_gov,222810,Some_college,10,Divorced,Other_service,Other_relative,White,Female,7896,0,40,?,1
56,Private,202435,HS_grad,9,Widowed,Machine_op_inspct,Unmarried,White,Female,0,0,30,United_States,0
56,Self_emp_inc,211804,Bachelors,13,Married_civ_spouse,Sales,Husband,White,Male,15024,0,50,United_States,1
45,Private,34419,Bachelors,13,Never_married,Transport_moving,Not_in_family,White,Male,0,0,30,United_States,0
32,Private,108256,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
48,Private,158924,HS_grad,9,Married_civ_spouse,Adm_clerical,Wife,White,Female,0,0,40,United_States,1
40,Self_emp_inc,225165,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,40,United_States,0
48,Federal_gov,265386,Assoc_acdm,12,Separated,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,0
40,Private,199900,Assoc_acdm,12,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1848,55,United_States,1
31,?,162041,HS_grad,9,Never_married,?,Own_child,White,Female,0,0,15,United_States,0
26,Private,219815,Some_college,10,Married_spouse_absent,Adm_clerical,Unmarried,White,Female,0,0,40,United_States,0
25,Private,305472,Assoc_acdm,12,Never_married,Machine_op_inspct,Own_child,Black,Male,0,0,48,United_States,0
27,Private,200179,HS_grad,9,Divorced,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,0
31,?,99483,HS_grad,9,Never_married,?,Own_child,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
24,Self_emp_not_inc,32921,HS_grad,9,Never_married,Sales,Not_in_family,White,Male,0,0,40,United_States,0
40,Private,26892,Bachelors,13,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,1
74,Self_emp_not_inc,392886,HS_grad,9,Widowed,Farming_fishing,Not_in_family,White,Female,0,0,14,United_States,0
62,Private,176811,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
28,Private,93021,5th_6th,3,Never_married,Machine_op_inspct,Unmarried,Other,Female,0,0,40,?,0
18,?,23233,10th,6,Never_married,?,Own_child,White,Male,0,0,40,United_States,0
17,Private,98209,11th,7,Never_married,Sales,Own_child,White,Female,0,0,10,United_States,0
22,Private,260617,12th,8,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,60,United_States,0
33,Private,177675,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,Germany,1
25,Private,138111,Some_college,10,Never_married,Other_service,Not_in_family,White,Male,2174,0,40,United_States,0
27,Private,129629,Assoc_voc,11,Never_married,Tech_support,Other_relative,White,Female,0,0,36,United_States,0
47,Self_emp_not_inc,62143,Masters,14,Married_civ_spouse,Exec_managerial,Wife,White,Female,15024,0,40,United_States,1
67,Self_emp_inc,106175,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,2392,75,United_States,1
69,Self_emp_not_inc,199829,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1258,40,United_States,0
32,Private,153588,HS_grad,9,Divorced,Craft_repair,Not_in_family,White,Male,0,0,40,United_States,0
54,Private,249860,11th,7,Divorced,Priv_house_serv,Unmarried,Black,Female,0,0,10,United_States,0
41,Private,180181,Masters,14,Divorced,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,0
52,Private,260954,10th,6,Widowed,Machine_op_inspct,Unmarried,Black,Female,0,0,40,United_States,0
38,Private,122076,Some_college,10,Married_civ_spouse,Transport_moving,Husband,White,Male,7298,0,43,United_States,1
35,Private,187112,Bachelors,13,Never_married,Other_service,Not_in_family,White,Female,0,0,45,United_States,0
31,Private,170983,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,1
46,Private,167915,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
42,Private,171351,HS_grad,9,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,0
39,Local_gov,455399,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,Black,Male,15024,0,40,United_States,1
80,?,29020,Prof_school,15,Married_civ_spouse,?,Husband,White,Male,10605,0,10,United_States,1
50,Private,271160,Some_college,10,Divorced,Sales,Not_in_family,White,Female,0,0,40,United_States,0
22,Private,129172,Some_college,10,Never_married,Other_service,Own_child,White,Male,0,0,16,United_States,0
35,Private,238802,HS_grad,9,Never_married,Other_service,Own_child,White,Male,0,0,20,United_States,0
43,Private,222756,Assoc_acdm,12,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,2002,44,United_States,0
23,Private,81281,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,0
39,Federal_gov,65324,Prof_school,15,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,55,United_States,1
55,?,90290,HS_grad,9,Divorced,?,Not_in_family,White,Male,0,0,40,United_States,0
64,State_gov,114650,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
18,Private,401051,10th,6,Never_married,Sales,Own_child,White,Female,0,0,35,United_States,0
40,Private,105936,HS_grad,9,Married_civ_spouse,Sales,Wife,White,Female,5013,0,20,United_States,0
30,Private,112383,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,45,United_States,0
42,Local_gov,221581,HS_grad,9,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
54,Private,53833,5th_6th,3,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,40,United_States,1
46,Private,73019,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,40,United_States,0
48,Federal_gov,110457,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,40,United_States,0
27,Private,134890,Bachelors,13,Never_married,Tech_support,Own_child,White,Male,0,0,50,United_States,0
54,Local_gov,190333,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,0
45,Local_gov,199590,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,1887,40,Mexico,1
24,Private,196742,HS_grad,9,Divorced,Other_service,Unmarried,White,Female,0,0,40,United_States,0
19,Private,126501,11th,7,Never_married,Adm_clerical,Own_child,Amer_Indian_Eskimo,Female,0,0,15,South,0
20,Private,113200,Some_college,10,Never_married,Handlers_cleaners,Own_child,White,Female,0,0,6,United_States,0
40,Local_gov,290660,Assoc_acdm,12,Divorced,Exec_managerial,Not_in_family,White,Male,8614,0,50,United_States,1
55,Private,192869,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,36,United_States,0
51,State_gov,71691,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,60,United_States,1
54,Private,43269,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,1
46,Private,57929,HS_grad,9,Divorced,Other_service,Not_in_family,White,Male,0,0,25,United_States,0
48,Private,268083,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Female,0,0,40,United_States,0
69,Self_emp_not_inc,165017,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
38,Private,65382,Some_college,10,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,1
25,Private,135568,9th,5,Married_civ_spouse,Handlers_cleaners,Husband,White,Male,0,0,40,United_States,0
17,Private,36877,10th,6,Never_married,Sales,Own_child,White,Female,0,0,10,United_States,0
27,Private,47907,Bachelors,13,Never_married,Adm_clerical,Not_in_family,White,Female,0,0,43,United_States,0
62,Private,77884,HS_grad,9,Married_civ_spouse,Sales,Husband,Asian_Pac_Islander,Male,0,0,40,Philippines,0
39,Local_gov,316582,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Female,0,0,55,United_States,0
35,Private,144937,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,42,United_States,0
63,State_gov,89451,Prof_school,15,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,1
28,Private,154571,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,Asian_Pac_Islander,Male,0,0,40,Philippines,0
48,Private,247685,Some_college,10,Divorced,Craft_repair,Not_in_family,White,Male,3325,0,40,United_States,0
32,Private,137875,Some_college,10,Divorced,Sales,Unmarried,White,Female,0,0,30,United_States,0
26,Private,215384,Bachelors,13,Never_married,Exec_managerial,Not_in_family,White,Male,0,1974,55,United_States,0
27,Private,267912,10th,6,Never_married,Handlers_cleaners,Unmarried,White,Male,0,0,40,Mexico,0
54,Private,353787,Some_college,10,Married_civ_spouse,Adm_clerical,Husband,White,Male,0,0,40,United_States,1
22,Private,141698,10th,6,Never_married,Craft_repair,Unmarried,White,Male,0,0,40,United_States,0
35,Private,178948,Masters,14,Never_married,Prof_specialty,Unmarried,White,Female,0,0,32,United_States,0
47,Private,67716,HS_grad,9,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,1
32,Private,108023,Masters,14,Never_married,Adm_clerical,Not_in_family,White,Male,0,0,40,United_States,0
31,Private,117816,7th_8th,4,Divorced,Handlers_cleaners,Other_relative,White,Male,0,0,70,United_States,0
57,Self_emp_not_inc,50990,HS_grad,9,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,30,United_States,0
67,Private,118363,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Female,0,2206,5,United_States,0
21,Private,116657,HS_grad,9,Never_married,Sales,Other_relative,White,Male,0,0,40,United_States,0
41,Private,146659,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,70,United_States,0
34,Private,209768,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,15024,0,60,United_States,1
40,Private,69333,Bachelors,13,Married_civ_spouse,Farming_fishing,Husband,White,Male,0,0,40,United_States,0
24,Private,152724,HS_grad,9,Never_married,Machine_op_inspct,Unmarried,Black,Male,0,0,40,United_States,0
38,Private,40319,Some_college,10,Divorced,Exec_managerial,Not_in_family,White,Female,0,0,42,United_States,0
42,?,204817,9th,5,Never_married,?,Own_child,Black,Male,0,0,35,United_States,0
18,?,36348,Some_college,10,Never_married,?,Own_child,White,Male,0,0,48,United_States,0
48,Private,194772,Assoc_acdm,12,Married_civ_spouse,Sales,Husband,White,Male,0,1902,40,United_States,1
28,?,308493,HS_grad,9,Married_civ_spouse,?,Wife,White,Female,0,0,17,Honduras,0
32,Local_gov,296466,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,60,United_States,0
61,Private,203445,Some_college,10,Widowed,Adm_clerical,Other_relative,White,Female,0,0,40,United_States,0
36,Private,278576,HS_grad,9,Married_civ_spouse,Transport_moving,Husband,White,Male,0,0,50,United_States,0
29,Private,193125,HS_grad,9,Never_married,Machine_op_inspct,Not_in_family,White,Female,0,0,40,United_States,0
30,Private,373914,11th,7,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
52,Private,191529,Some_college,10,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,1740,60,United_States,0
39,Self_emp_inc,189092,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,45,United_States,0
30,Local_gov,169020,Bachelors,13,Married_civ_spouse,Prof_specialty,Husband,White,Male,0,0,40,United_States,0
22,Private,183970,HS_grad,9,Never_married,Handlers_cleaners,Own_child,Black,Male,0,0,40,United_States,0
44,Private,228320,HS_grad,9,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,45,United_States,1
18,Private,198616,12th,8,Never_married,Craft_repair,Own_child,White,Male,594,0,20,United_States,0
27,Private,278122,HS_grad,9,Never_married,Transport_moving,Own_child,White,Male,0,0,40,United_States,0
43,Private,169076,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,Black,Male,0,0,40,United_States,0
36,Private,348960,HS_grad,9,Never_married,Tech_support,Not_in_family,White,Male,0,0,50,United_States,0
67,Self_emp_inc,168370,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,0
49,Self_emp_not_inc,340755,Masters,14,Married_civ_spouse,Exec_managerial,Husband,White,Male,5178,0,40,United_States,1
57,Self_emp_inc,105582,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,2415,40,United_States,1
33,Private,191856,Some_college,10,Divorced,Adm_clerical,Not_in_family,White,Female,0,0,40,United_States,0
20,Private,129024,Some_college,10,Never_married,Other_service,Own_child,White,Female,0,0,25,United_States,0
36,Private,131414,Some_college,10,Never_married,Sales,Not_in_family,Black,Female,0,0,36,United_States,0
49,Private,177426,HS_grad,9,Divorced,Other_service,Not_in_family,White,Female,0,0,20,United_States,0
47,Private,47270,12th,8,Never_married,Adm_clerical,Unmarried,Black,Female,0,0,40,United_States,0
29,Private,102875,11th,7,Married_civ_spouse,Handlers_cleaners,Own_child,Black,Male,0,0,20,United_States,0
41,Self_emp_inc,32185,Bachelors,13,Married_civ_spouse,Tech_support,Husband,White,Male,0,0,40,United_States,0
32,Local_gov,199539,Some_college,10,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,1
45,Private,248993,HS_grad,9,Married_spouse_absent,Farming_fishing,Other_relative,Black,Male,0,0,40,United_States,0
44,Private,314739,Some_college,10,Married_civ_spouse,Sales,Husband,White,Male,0,0,40,United_States,1
30,Private,348592,HS_grad,9,Separated,Other_service,Not_in_family,White,Male,0,0,40,United_States,0
39,Private,56269,Some_college,10,Never_married,Craft_repair,Own_child,Black,Male,0,0,40,United_States,0
51,Private,112310,Some_college,10,Divorced,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,0
32,Local_gov,56658,HS_grad,9,Never_married,Transport_moving,Not_in_family,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
58,Self_emp_not_inc,193720,HS_grad,9,Divorced,Machine_op_inspct,Unmarried,White,Male,0,0,20,United_States,0
62,Private,91433,10th,6,Divorced,Prof_specialty,Unmarried,White,Female,0,0,40,United_States,0
30,Private,285855,9th,5,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
38,Private,682947,Bachelors,13,Divorced,Exec_managerial,Not_in_family,White,Male,0,0,55,United_States,1
41,Self_emp_not_inc,233150,HS_grad,9,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,0
44,Private,165599,HS_grad,9,Married_civ_spouse,Machine_op_inspct,Husband,White,Male,0,0,48,United_States,0
17,Private,41979,10th,6,Never_married,Farming_fishing,Own_child,White,Male,0,0,40,United_States,0
40,Private,104196,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,60,United_States,1
35,Private,140474,Some_college,10,Married_civ_spouse,Prof_specialty,Husband,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
27,Self_emp_not_inc,164725,HS_grad,9,Married_civ_spouse,Other_service,Wife,White,Female,3464,0,35,United_States,0
47,Private,239439,11th,7,Married_civ_spouse,Machine_op_inspct,Wife,Black,Female,0,0,40,United_States,0
43,Private,183891,HS_grad,9,Divorced,Exec_managerial,Unmarried,White,Female,0,0,40,United_States,0
37,Private,359796,Some_college,10,Divorced,Sales,Not_in_family,Black,Male,0,0,40,United_States,0
49,Federal_gov,233059,Assoc_voc,11,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,40,United_States,0
37,Local_gov,117683,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,0
39,State_gov,171482,Bachelors,13,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,40,United_States,1
20,?,244689,Some_college,10,Never_married,?,Not_in_family,White,Female,0,0,25,United_States,0
30,Private,156464,Masters,14,Never_married,Prof_specialty,Not_in_family,White,Male,0,0,45,United_States,1
52,Private,172165,10th,6,Divorced,Other_service,Other_relative,White,Female,0,0,25,United_States,0
49,Local_gov,159641,Bachelors,13,Divorced,Exec_managerial,Unmarried,White,Female,0,625,40,United_States,0
76,?,197988,5th_6th,3,Married_civ_spouse,?,Husband,White,Male,0,0,8,United_States,0
33,Private,116294,Bachelors,13,Never_married,Prof_specialty,Own_child,White,Female,0,0,40,United_States,1
31,Private,197886,Bachelors,13,Married_civ_spouse,Exec_managerial,Husband,White,Male,0,0,50,United_States,1
26,Private,158734,Masters,14,Never_married,Exec_managerial,Not_in_family,White,Female,0,0,30,United_States,0
29,Private,79481,Some_college,10,Never_married,Tech_support,Not_in_family,White,Female,0,0,40,United_States,0
23,Private,129345,10th,6,Never_married,Other_service,Not_in_family,White,Male,0,0,50,United_States,0
32,Private,220333,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,7298,0,46,United_States,1
23,Private,284898,Some_college,10,Never_married,Exec_managerial,Own_child,White,Male,0,0,30,United_States,0
22,Private,215074,Some_college,10,Married_civ_spouse,Other_service,Husband,Amer_Indian_Eskimo,Male,0,0,40,United_States,0
45,Private,242994,Some_college,10,Never_married,Sales,Not_in_family,White,Male,0,0,52,United_States,0
44,Private,222978,HS_grad,9,Divorced,Sales,Not_in_family,White,Female,0,1504,40,United_States,0
48,State_gov,122086,HS_grad,9,Married_civ_spouse,Protective_serv,Husband,White,Male,0,0,40,United_States,0
41,Private,235167,5th_6th,3,Married_spouse_absent,Priv_house_serv,Not_in_family,White,Female,0,0,32,Mexico,0
31,Private,236861,HS_grad,9,Married_civ_spouse,Craft_repair,Husband,White,Male,0,0,60,United_States,0
